1881,Flume,Hi This Is Flume,8,https://www.youtube.com/watch?v=5_ygpHqUm54
1880,Dos Monos,Dos City,7,https://www.youtube.com/watch?v=DmTgW_sjTG0
1879,Matmos,Plastic Anniversary,8,https://www.youtube.com/watch?v=XrNB3eSiTmg
1878,The Comet Is Coming,Trust in the Lifeforce of the Deep Mystery,8,https://www.youtube.com/watch?v=07CQapiPPT0
1875,Stella Donnelly,Beware of the Dogs,7,https://www.youtube.com/watch?v=6LFIvvx23_o
1872,Little Simz,GREY Area,9,https://www.youtube.com/watch?v=8bHjPSqqv-4
1869,Blu & Oh No,A Long Red Hot Los Angeles Summer Night,8,https://www.youtube.com/watch?v=jV_IjRE6QTM
1868,Sun Kil Moon,I Also Want to Die in New Orleans,7,https://www.youtube.com/watch?v=ivSIL5lVKcQ
1867,Spellling,Mazy Fly,7,https://www.youtube.com/watch?v=fkZLt-L68l4
1863,Various Artists,"環境音楽 Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980–1990",8,https://www.youtube.com/watch?v=HpH6uSqXhxk
1861,Uboa,The Origin of My Depression,8,https://www.youtube.com/watch?v=tIo6MOswfY8
1857,Xiu Xiu,Girl with Basket of Fruit,9,https://www.youtube.com/watch?v=mW7m4r2Ul2Q
1856,Ariana Grande,"thank u, next",8,https://www.youtube.com/watch?v=VWjFquNG1IY
1854,SeeYouSpaceCowboy,Songs for the Firing Squad,7,https://www.youtube.com/watch?v=p3mUwEc4yow
1849,James Blake,Assume Form,7,https://www.youtube.com/watch?v=CYldmrlhCZA
1848,Sharon Van Etten,Remind Me Tomorrow,7,https://www.youtube.com/watch?v=HwWQveEGCNA
1847,Malibu Ken,Malibu Ken,8,https://www.youtube.com/watch?v=BFWxkPF6n0o
1845,Future,Future Hndrxx Presents: The WIZRD,7,https://www.youtube.com/watch?v=kHn-r95Gsm0
1840,21 Savage,i am > i was,7,https://www.youtube.com/watch?v=cY27XD0ZRho
1837,Earl Sweatshirt,Some Rap Songs,8,https://www.youtube.com/watch?v=G6em044hErc
1833,Black Thought & Salaam Remi,"Streams of Thought, Vol. 2",7,https://www.youtube.com/watch?v=QxqCaR0jFQU
1832,J.I.D,DiCaprio 2,8,https://www.youtube.com/watch?v=HgUsQKCw7Wo
1831,Kai Whiston,Kai Whiston Bitch,7,https://www.youtube.com/watch?v=sh7znEb3TQg
1828,Anderson .Paak,Oxnard,8,https://www.youtube.com/watch?v=tIWTYmVCs9c
1827,Trippie Redd,A Love Letter To You 3,7,https://www.youtube.com/watch?v=I9YcGpehDnk
1824,Marquis Hill,"Modern Flows, Vol. 2",8,https://www.youtube.com/watch?v=mbF6V2ouS28
